ID,Age,Gender,Grade,Result
1704,22,Male,Undergraduate,Average
1705,20,Male,Undergraduate,Good
1706,21,Female,Postgraduate,Average
1707,25,Female,High School,Good
1708,22,Other,Undergraduate,Good
1709,19,Other,Undergraduate,Poor
1710,20,Other,Undergraduate,Good
1711,18,Male,Undergraduate,Good
1712,23,Female,Postgraduate,Good
1713,17,Other,Postgraduate,Poor
1714,17,Male,High School,Good
1715,23,Other,Undergraduate,Good
1716,17,Male,Postgraduate,Average
1717,18,Female,Postgraduate,Good
1718,16,Other,High School,Average
1719,23,Other,High School,Average
1720,20,Female,Postgraduate,Good
1721,19,Male,High School,Average
1722,21,Female,Postgraduate,Poor
1723,21,Female,High School,Poor
1724,20,Other,High School,Average
1725,25,Other,Postgraduate,Poor
1726,25,Other,Undergraduate,Good
1727,23,Male,Undergraduate,Poor
1728,20,Female,High School,Poor
1729,25,Male,High School,Good
1730,24,Female,Postgraduate,Poor
1731,25,Other,Undergraduate,Good
1732,17,Male,High School,Poor
1733,18,Other,Postgraduate,Good
1734,17,Other,High School,Poor
1735,18,Female,High School,Good
1736,18,Male,Postgraduate,Poor
1737,17,Other,Postgraduate,Average
1738,21,Male,Undergraduate,Average
1739,21,Male,Undergraduate,Average
1740,22,Female,High School,Good
1741,21,Other,High School,Poor
1742,16,Female,Undergraduate,Poor
1743,19,Female,High School,Average
1744,17,Male,High School,Good
1745,22,Male,Undergraduate,Poor
1746,16,Other,High School,Average
1747,24,Female,High School,Average
1748,22,Male,Undergraduate,Average
1749,21,Other,Undergraduate,Good
1750,22,Other,High School,Good
1751,23,Other,High School,Good
1752,23,Other,Undergraduate,Average
1753,19,Male,Postgraduate,Average
1754,19,Male,High School,Good
1755,23,Male,Undergraduate,Average
1756,19,Male,Postgraduate,Poor
1757,16,Male,High School,Poor
1758,21,Female,Postgraduate,Average
1759,24,Male,Undergraduate,Average
1760,24,Female,Postgraduate,Average
1761,19,Female,Undergraduate,Average
1762,25,Female,Postgraduate,Average
1763,21,Male,Undergraduate,Good
1764,21,Male,High School,Good
1765,25,Female,Undergraduate,Poor
1766,19,Male,High School,Average
1767,17,Male,High School,Good
1768,18,Male,Undergraduate,Good
1769,19,Female,High School,Average
1770,19,Female,High School,Good
1771,23,Male,Postgraduate,Good
1772,24,Other,High School,Good
1773,21,Other,Undergraduate,Average
1774,17,Male,High School,Average
1775,16,Male,Postgraduate,Average
1776,20,Female,High School,Average
1777,20,Male,Undergraduate,Average
1778,17,Female,Postgraduate,Average
1779,16,Male,Undergraduate,Average
1780,17,Male,Undergraduate,Good
1781,22,Female,Postgraduate,Average
1782,18,Other,High School,Good
1783,16,Female,Postgraduate,Good
1784,24,Female,Postgraduate,Good
1785,25,Male,Postgraduate,Good
1786,24,Other,Undergraduate,Average
1787,19,Other,High School,Average
1788,21,Female,Undergraduate,Good
1789,17,Other,Postgraduate,Good
1790,20,Male,Postgraduate,Average
1791,17,Male,Undergraduate,Average
1792,21,Male,High School,Good
1793,21,Female,Postgraduate,Average
1794,20,Female,High School,Good
1795,25,Female,Undergraduate,Good
1796,19,Male,High School,Poor
1797,18,Other,Postgraduate,Good
1798,19,Male,High School,Average
1799,18,Other,Postgraduate,Average
1800,23,Other,Undergraduate,Good
1801,19,Male,Postgraduate,Good
1802,18,Male,Undergraduate,Good
1803,21,Female,Postgraduate,Good
1804,18,Other,High School,Average
1805,17,Other,High School,Good
1806,24,Other,High School,Average
1807,17,Female,High School,Good
1808,23,Male,Undergraduate,Poor
1809,24,Female,Undergraduate,Good
1810,19,Male,Undergraduate,Average
1811,17,Other,Postgraduate,Good
1812,18,Female,High School,Average
1813,21,Female,Undergraduate,Average
1814,17,Male,Postgraduate,Average
1815,20,Female,Postgraduate,Average
1816,16,Other,Postgraduate,Poor
1817,25,Other,Undergraduate,Average
1818,20,Male,Undergraduate,Poor
1819,24,Male,High School,Average
1820,19,Female,High School,Average
1821,22,Female,High School,Good
1822,17,Female,High School,Good
1823,22,Other,Postgraduate,Average
1824,23,Male,High School,Poor
1825,18,Male,High School,Good
1826,20,Female,Undergraduate,Average
1827,22,Other,Undergraduate,Good
1828,22,Other,Postgraduate,Good
1829,23,Other,High School,Good
1830,21,Female,Undergraduate,Average
1831,22,Male,Undergraduate,Poor
1832,19,Female,Postgraduate,Average
1833,19,Female,High School,Average
1834,19,Female,Postgraduate,Poor
1835,21,Female,Undergraduate,Good
1836,16,Female,High School,Good
1837,24,Male,High School,Poor
1838,16,Other,High School,Good
1839,19,Female,Undergraduate,Good
1840,22,Male,High School,Good
1841,17,Female,Postgraduate,Good
1842,18,Male,Postgraduate,Average
1843,16,Male,Undergraduate,Poor
1844,22,Male,Postgraduate,Good
1845,24,Female,High School,Average
1846,24,Male,Postgraduate,Average
1847,22,Other,Postgraduate,Good
1848,16,Male,High School,Average
1849,25,Other,High School,Good
1850,17,Other,Postgraduate,Good
1851,20,Male,Undergraduate,Good
1852,18,Other,Undergraduate,Average
1853,24,Other,High School,Good
1854,24,Other,Undergraduate,Average
1855,19,Female,High School,Average
1856,25,Male,High School,Good
1857,25,Other,Postgraduate,Good
1858,23,Other,Undergraduate,Good
1859,22,Female,High School,Poor
1860,17,Male,Postgraduate,Average
1861,24,Female,High School,Average
1862,18,Other,Undergraduate,Good
1863,25,Male,High School,Average
1864,16,Male,Undergraduate,Poor
1865,20,Male,Postgraduate,Average
1866,24,Female,Postgraduate,Good
1867,20,Male,Postgraduate,Good
1868,21,Other,Postgraduate,Good
1869,19,Other,High School,Poor
1870,24,Male,Undergraduate,Good
1871,22,Male,Undergraduate,Average
1872,23,Male,High School,Poor
1873,19,Female,Undergraduate,Poor
1874,20,Female,Postgraduate,Poor
1875,16,Female,High School,Poor
1876,23,Female,High School,Average
1877,16,Other,Postgraduate,Good
1878,21,Female,Undergraduate,Good
1879,20,Male,High School,Poor
1880,17,Male,Undergraduate,Poor
1881,23,Female,Undergraduate,Good
1882,20,Other,High School,Average
1883,18,Other,High School,Average
1884,18,Other,Undergraduate,Poor
1885,21,Female,High School,Average
1886,22,Female,Undergraduate,Poor
1887,17,Female,High School,Good
1888,22,Female,High School,Poor
1889,17,Male,Undergraduate,Poor
1890,24,Male,High School,Average
1891,21,Other,High School,Good
1892,19,Other,Postgraduate,Average
1893,20,Female,High School,Poor
1894,25,Female,Undergraduate,Average
1895,25,Other,Undergraduate,Average
1896,17,Female,Undergraduate,Poor
1897,22,Male,Postgraduate,Average
1898,25,Other,Undergraduate,Good
1899,16,Other,Postgraduate,Poor
1900,16,Male,High School,Good
1901,21,Female,Postgraduate,Good
1902,19,Other,Undergraduate,Average
1903,22,Female,Postgraduate,Poor
1904,16,Male,Postgraduate,Poor
1905,19,Female,High School,Good
1906,19,Other,High School,Average
1907,20,Male,Undergraduate,Good
1908,16,Female,Undergraduate,Average
1909,20,Male,Postgraduate,Poor
1910,24,Male,Undergraduate,Poor
1911,25,Other,Postgraduate,Poor
1912,25,Female,Postgraduate,Poor
1913,23,Female,High School,Poor
1914,24,Male,High School,Average
1915,20,Female,High School,Good
1916,20,Male,Postgraduate,Good
1917,21,Male,Postgraduate,Average
1918,25,Other,Undergraduate,Poor
1919,22,Male,High School,Good
1920,20,Other,Postgraduate,Poor
1921,16,Female,Undergraduate,Poor
1922,20,Female,Postgraduate,Poor
1923,25,Other,Postgraduate,Average
1924,24,Male,High School,Good
1925,21,Male,Postgraduate,Good
1926,16,Other,High School,Average
1927,20,Female,Undergraduate,Average
1928,21,Female,High School,Poor
1929,18,Male,High School,Average
1930,24,Other,Postgraduate,Poor
1931,16,Other,Postgraduate,Poor
1932,17,Other,Undergraduate,Good
1933,19,Male,Postgraduate,Poor
1934,17,Female,Undergraduate,Good
1935,23,Male,High School,Poor
1936,17,Female,High School,Poor
1937,25,Other,Postgraduate,Average
1938,17,Other,High School,Good
1939,20,Female,Undergraduate,Poor
1940,24,Other,High School,Poor
1941,18,Male,Postgraduate,Average
1942,16,Male,Undergraduate,Average
1943,18,Other,High School,Good
1944,24,Male,Postgraduate,Good
1945,23,Male,Undergraduate,Average
1946,16,Other,Postgraduate,Good
1947,19,Male,High School,Good
1948,19,Male,High School,Poor
1949,20,Male,Postgraduate,Good
1950,21,Female,Postgraduate,Average
1951,25,Male,Undergraduate,Average
1952,24,Male,High School,Average
1953,25,Other,High School,Average
1954,22,Other,Postgraduate,Average
1955,21,Other,High School,Poor
1956,23,Other,Postgraduate,Poor
1957,22,Other,High School,Average
1958,18,Other,Postgraduate,Average
1959,17,Other,Postgraduate,Average
1960,16,Other,Undergraduate,Good
1961,19,Male,Undergraduate,Poor
1962,17,Male,Postgraduate,Average
1963,20,Male,Postgraduate,Poor
1964,22,Male,Postgraduate,Poor
1965,22,Female,Undergraduate,Poor
1966,24,Male,High School,Good
1967,20,Female,Postgraduate,Poor
1968,18,Female,High School,Good
1969,22,Male,Undergraduate,Good
1970,24,Other,Postgraduate,Poor
1971,20,Male,High School,Good
1972,21,Female,Postgraduate,Average
1973,22,Female,Postgraduate,Poor
1974,20,Female,Postgraduate,Good
1975,23,Male,Undergraduate,Poor
1976,22,Male,Undergraduate,Poor
1977,16,Female,High School,Good
1978,22,Male,Undergraduate,Poor
1979,16,Female,Postgraduate,Good
1980,20,Female,Postgraduate,Good
1981,25,Male,Undergraduate,Poor
1982,17,Female,Postgraduate,Average
1983,19,Other,Postgraduate,Poor
1984,22,Female,Undergraduate,Good
1985,16,Male,Undergraduate,Poor
1986,25,Male,Postgraduate,Good
1987,20,Other,High School,Good
1988,17,Female,Undergraduate,Good
1989,20,Other,Postgraduate,Average
1990,22,Other,Postgraduate,Poor
1991,24,Other,Postgraduate,Average
1992,23,Other,High School,Average
1993,24,Male,Undergraduate,Poor
1994,21,Female,High School,Good
1995,24,Other,High School,Good
1996,24,Other,Postgraduate,Good
1997,23,Male,Postgraduate,Good
1998,22,Female,High School,Average
1999,17,Female,Postgraduate,Poor
2000,24,Female,Postgraduate,Good
2001,22,Other,Postgraduate,Average
2002,25,Male,Postgraduate,Good
2003,25,Other,High School,Good
2004,21,Female,Postgraduate,Average
2005,22,Other,Postgraduate,Good
2006,25,Other,Undergraduate,Poor
2007,21,Other,Undergraduate,Average
2008,19,Male,High School,Average
2009,20,Female,High School,Good
2010,21,Female,Postgraduate,Average
2011,20,Other,Undergraduate,Good
2012,16,Other,Undergraduate,Good
2013,24,Other,Undergraduate,Poor
2014,16,Other,Undergraduate,Average
2015,20,Other,Postgraduate,Average
2016,22,Other,Postgraduate,Average
2017,18,Female,High School,Poor
2018,20,Male,Undergraduate,Poor
2019,17,Female,Undergraduate,Good
2020,25,Other,Undergraduate,Poor
2021,18,Other,Undergraduate,Average
2022,25,Female,High School,Average
2023,23,Female,High School,Poor
2024,17,Female,High School,Average
2025,20,Female,High School,Average
2026,21,Other,Postgraduate,Average
2027,18,Male,Postgraduate,Good
2028,21,Male,High School,Average
2029,17,Other,High School,Average
2030,24,Male,Undergraduate,Poor
2031,16,Other,Postgraduate,Poor
2032,23,Other,Postgraduate,Good
2033,25,Male,High School,Poor
2034,22,Male,Postgraduate,Good
2035,23,Other,Undergraduate,Average
2036,16,Other,Postgraduate,Poor
2037,18,Female,Postgraduate,Good
2038,19,Male,High School,Poor
2039,19,Male,Postgraduate,Poor
2040,17,Male,Postgraduate,Good
2041,20,Female,Postgraduate,Average
2042,17,Female,Undergraduate,Poor
2043,20,Other,High School,Good
2044,16,Female,High School,Good
2045,20,Male,Undergraduate,Average
2046,24,Male,Postgraduate,Average
2047,22,Female,Undergraduate,Poor
2048,24,Female,Postgraduate,Good
2049,19,Female,High School,Poor
2050,25,Female,Undergraduate,Average
2051,16,Female,Undergraduate,Good
2052,19,Other,High School,Average
2053,19,Male,High School,Poor
2054,17,Other,Undergraduate,Good
2055,22,Male,Undergraduate,Good
2056,17,Other,Postgraduate,Good
2057,16,Other,High School,Poor
2058,23,Male,Undergraduate,Poor
2059,19,Male,Undergraduate,Good
2060,17,Other,Postgraduate,Good
2061,22,Female,High School,Average
2062,17,Other,High School,Good
2063,20,Other,Undergraduate,Poor
2064,21,Male,Postgraduate,Poor
2065,21,Other,Postgraduate,Average
2066,17,Male,Postgraduate,Average
2067,16,Female,High School,Average
2068,17,Female,Undergraduate,Poor
2069,24,Male,Undergraduate,Average
2070,25,Male,Postgraduate,Average
2071,21,Other,Postgraduate,Poor
2072,19,Male,Undergraduate,Good
2073,20,Female,Postgraduate,Poor
2074,17,Male,Undergraduate,Good
2075,22,Male,Postgraduate,Average
2076,18,Male,Undergraduate,Poor
2077,17,Female,High School,Average
2078,16,Female,Postgraduate,Average
2079,22,Other,High School,Good
2080,25,Other,High School,Average
2081,21,Male,Undergraduate,Average
2082,18,Female,Undergraduate,Average
2083,23,Male,High School,Good
2084,22,Male,Postgraduate,Poor
2085,19,Female,Postgraduate,Average
2086,22,Male,Postgraduate,Average
2087,23,Female,Undergraduate,Poor
2088,22,Male,High School,Good
2089,17,Male,High School,Poor
2090,18,Male,Undergraduate,Good
2091,21,Male,High School,Average
2092,17,Female,High School,Average
2093,16,Male,High School,Poor
2094,18,Female,Postgraduate,Average
2095,18,Other,High School,Average
2096,20,Male,Postgraduate,Average
2097,17,Other,Postgraduate,Poor
2098,22,Male,Postgraduate,Good
2099,24,Female,Undergraduate,Good
2100,23,Female,Postgraduate,Average
2101,25,Other,Undergraduate,Good
2102,16,Male,Postgraduate,Average
2103,24,Female,Undergraduate,Average
2104,20,Male,Postgraduate,Average
2105,17,Female,Undergraduate,Poor
2106,18,Female,High School,Poor
2107,23,Female,Undergraduate,Average
2108,25,Male,Postgraduate,Poor
2109,23,Male,Undergraduate,Good
2110,20,Other,Undergraduate,Average
2111,24,Male,Undergraduate,Poor
2112,18,Other,Postgraduate,Average
2113,16,Male,Undergraduate,Poor
2114,16,Other,Postgraduate,Average
2115,18,Other,Undergraduate,Poor
2116,16,Female,High School,Good
2117,25,Female,Postgraduate,Poor
2118,23,Other,Undergraduate,Poor
2119,20,Male,High School,Poor
2120,25,Male,Undergraduate,Poor
2121,16,Male,High School,Good
2122,17,Female,Postgraduate,Good
2123,16,Female,Postgraduate,Poor
2124,24,Other,Undergraduate,Good
2125,18,Male,Postgraduate,Good
2126,18,Female,High School,Poor
2127,20,Male,Undergraduate,Good
2128,25,Female,High School,Average
2129,23,Female,High School,Poor
2130,19,Other,High School,Average
2131,24,Male,High School,Poor
2132,16,Female,Postgraduate,Good
2133,24,Female,Undergraduate,Poor
2134,16,Other,High School,Poor
2135,21,Male,High School,Poor
2136,19,Female,Postgraduate,Good
2137,19,Other,High School,Average
2138,18,Male,High School,Good
2139,16,Female,Postgraduate,Average
2140,19,Other,Postgraduate,Poor
2141,16,Other,High School,Poor
2142,17,Female,Undergraduate,Poor
2143,22,Female,High School,Poor
2144,25,Female,Postgraduate,Poor
2145,18,Female,Postgraduate,Average
2146,17,Female,Postgraduate,Good
2147,24,Male,Undergraduate,Good
2148,20,Female,Postgraduate,Good
2149,20,Other,Undergraduate,Average
2150,19,Other,High School,Average
2151,19,Female,Postgraduate,Good
2152,24,Female,Undergraduate,Good
2153,18,Female,High School,Good
2154,25,Male,Postgraduate,Average
2155,18,Male,High School,Good
2156,20,Female,High School,Poor
2157,24,Other,High School,Average
2158,21,Female,High School,Poor
2159,25,Other,High School,Good
2160,18,Female,Postgraduate,Good
2161,22,Female,Postgraduate,Good
2162,18,Female,High School,Good
2163,19,Male,High School,Average
2164,23,Female,High School,Good
2165,22,Other,Postgraduate,Good
2166,22,Male,High School,Poor
2167,18,Female,Undergraduate,Average
2168,23,Other,Postgraduate,Good
2169,21,Male,Postgraduate,Average
2170,23,Other,Undergraduate,Good
2171,19,Female,Undergraduate,Average
2172,22,Other,Postgraduate,Average
2173,18,Female,Postgraduate,Average
2174,20,Other,Postgraduate,Good
2175,19,Other,High School,Average
2176,18,Other,Postgraduate,Good
2177,22,Other,Undergraduate,Average
2178,25,Other,Undergraduate,Poor
2179,17,Male,Postgraduate,Good
2180,23,Other,Undergraduate,Good
2181,25,Other,High School,Good
2182,25,Other,Undergraduate,Average
2183,22,Female,Undergraduate,Average
2184,22,Other,High School,Poor
2185,20,Male,Postgraduate,Good
2186,24,Male,High School,Poor
2187,16,Male,Undergraduate,Good
2188,23,Other,Postgraduate,Average
2189,25,Female,High School,Good
2190,22,Male,Undergraduate,Good
2191,17,Female,High School,Poor
2192,21,Female,High School,Average
2193,17,Other,Postgraduate,Good
2194,24,Female,Undergraduate,Good
2195,24,Other,Undergraduate,Average
2196,19,Female,Postgraduate,Average
2197,24,Other,Postgraduate,Average
2198,18,Other,Postgraduate,Good
2199,17,Other,High School,Good
2200,18,Male,Undergraduate,Good
2201,18,Female,Undergraduate,Average
2202,16,Female,High School,Average
2203,21,Female,Postgraduate,Average
2204,24,Female,Undergraduate,Poor
2205,22,Male,Postgraduate,Poor
2206,23,Other,Undergraduate,Poor
2207,21,Male,Undergraduate,Poor
2208,21,Female,High School,Poor
2209,20,Female,Postgraduate,Poor
2210,24,Male,Undergraduate,Average
2211,18,Female,High School,Poor
2212,24,Male,Postgraduate,Poor
2213,20,Female,Postgraduate,Poor
2214,18,Male,Postgraduate,Good
2215,23,Male,Undergraduate,Poor
2216,24,Other,Undergraduate,Poor
2217,24,Male,High School,Poor
2218,22,Male,Postgraduate,Average
2219,22,Male,Postgraduate,Good
2220,21,Male,High School,Average
2221,17,Other,High School,Good
2222,24,Male,High School,Average
2223,19,Male,High School,Average
2224,18,Female,High School,Average
2225,19,Male,Postgraduate,Good
2226,24,Male,Postgraduate,Good
2227,24,Male,High School,Poor
2228,16,Other,Postgraduate,Poor
2229,25,Other,High School,Average
2230,20,Male,Undergraduate,Average
2231,19,Male,Undergraduate,Good
2232,23,Female,High School,Poor
2233,19,Other,High School,Good
2234,18,Male,Undergraduate,Poor
2235,21,Other,High School,Good
2236,18,Female,High School,Good
2237,20,Male,Postgraduate,Good
2238,24,Female,High School,Average
2239,22,Other,Postgraduate,Poor
2240,24,Other,High School,Good
2241,19,Other,Undergraduate,Good
2242,24,Other,High School,Good
2243,18,Other,High School,Poor
2244,16,Female,Postgraduate,Good
2245,25,Female,Postgraduate,Poor
2246,24,Female,Postgraduate,Good
2247,18,Male,Undergraduate,Poor
2248,18,Male,High School,Average
2249,18,Male,Undergraduate,Poor
2250,21,Female,High School,Average
2251,17,Other,High School,Poor
2252,17,Other,Postgraduate,Poor
2253,21,Other,High School,Good
2254,24,Female,High School,Good
2255,19,Female,Postgraduate,Poor
2256,17,Female,Undergraduate,Good
2257,22,Other,High School,Poor
2258,22,Female,Postgraduate,Poor
2259,17,Other,Postgraduate,Good
2260,17,Other,Postgraduate,Good
2261,20,Female,Undergraduate,Poor
2262,19,Other,High School,Good
2263,21,Other,High School,Average
2264,21,Female,Postgraduate,Average
2265,24,Male,High School,Average
2266,24,Other,Postgraduate,Poor
2267,20,Female,High School,Good
2268,16,Other,High School,Average
2269,23,Female,High School,Poor
2270,17,Female,Postgraduate,Average
2271,22,Other,Postgraduate,Poor
2272,18,Male,Undergraduate,Poor
2273,20,Male,Undergraduate,Poor
2274,18,Other,High School,Poor
2275,22,Male,Postgraduate,Poor
2276,20,Female,Postgraduate,Good
2277,21,Other,High School,Average
2278,22,Male,High School,Good
2279,21,Other,Undergraduate,Good
2280,23,Female,High School,Poor
2281,16,Female,Undergraduate,Average
2282,19,Male,Undergraduate,Good
2283,22,Male,Postgraduate,Average
2284,20,Other,Postgraduate,Poor
2285,24,Other,Undergraduate,Poor
2286,24,Male,Undergraduate,Good
2287,23,Male,Undergraduate,Average
2288,22,Other,Postgraduate,Good
2289,17,Male,High School,Average
2290,22,Male,High School,Good
2291,25,Male,High School,Poor
2292,19,Other,Postgraduate,Poor
2293,24,Female,Postgraduate,Poor
2294,18,Female,Undergraduate,Average
2295,25,Other,Undergraduate,Average
2296,18,Female,High School,Average
2297,22,Male,Undergraduate,Poor
2298,20,Male,High School,Average
2299,16,Male,Postgraduate,Good
2300,25,Male,Postgraduate,Average
2301,25,Male,Postgraduate,Poor
2302,17,Female,High School,Good
2303,21,Male,Undergraduate,Poor
2304,24,Female,High School,Average
2305,19,Other,Undergraduate,Poor
2306,23,Male,Undergraduate,Good
2307,22,Female,High School,Good
2308,22,Female,High School,Good
2309,17,Male,Undergraduate,Average
2310,24,Female,Postgraduate,Average
2311,24,Other,Postgraduate,Average
2312,22,Other,Postgraduate,Good
2313,21,Female,High School,Good
2314,24,Other,Undergraduate,Good
2315,21,Other,Undergraduate,Average
2316,16,Other,Postgraduate,Good
2317,18,Other,Undergraduate,Good
2318,17,Male,Undergraduate,Poor
2319,18,Female,Postgraduate,Good
2320,24,Female,Undergraduate,Poor
2321,25,Male,Undergraduate,Average
2322,20,Female,Undergraduate,Average
2323,23,Male,High School,Poor
2324,16,Male,Postgraduate,Average
2325,24,Male,High School,Average
2326,24,Other,Undergraduate,Good
2327,25,Female,High School,Good
2328,19,Other,Undergraduate,Poor
2329,23,Male,Undergraduate,Good
2330,24,Other,High School,Good
2331,25,Other,Undergraduate,Poor
2332,22,Other,Undergraduate,Average
2333,19,Male,High School,Good
2334,24,Female,Postgraduate,Average
2335,23,Female,Undergraduate,Good
2336,16,Male,High School,Poor
2337,21,Male,Postgraduate,Average
2338,24,Other,Undergraduate,Good
2339,25,Female,High School,Average
2340,20,Male,Undergraduate,Poor
2341,17,Male,High School,Good
2342,20,Male,Undergraduate,Average
2343,21,Other,Undergraduate,Average
2344,20,Other,Postgraduate,Poor
2345,16,Female,High School,Good
2346,22,Other,Postgraduate,Good
2347,20,Female,Undergraduate,Good
2348,18,Male,High School,Average
2349,24,Other,Undergraduate,Good
2350,19,Other,Undergraduate,Average
2351,23,Other,Undergraduate,Poor
2352,18,Male,High School,Good
2353,20,Male,Postgraduate,Average
2354,21,Other,Undergraduate,Good
2355,17,Male,High School,Poor
2356,19,Male,Undergraduate,Good
2357,21,Male,Undergraduate,Average
2358,21,Female,Undergraduate,Average
2359,17,Other,Postgraduate,Good
2360,23,Other,Undergraduate,Poor
2361,20,Female,Undergraduate,Good
2362,19,Other,Undergraduate,Average
2363,19,Male,High School,Good
2364,20,Female,High School,Good
2365,21,Other,High School,Average
2366,24,Male,High School,Average
2367,18,Other,Postgraduate,Average
2368,19,Male,Undergraduate,Good
2369,16,Male,Postgraduate,Good
2370,20,Male,High School,Poor
2371,25,Male,Undergraduate,Poor
2372,24,Male,Undergraduate,Poor
2373,16,Other,Postgraduate,Poor
2374,25,Male,High School,Poor
2375,24,Female,Undergraduate,Average
2376,16,Male,Undergraduate,Poor
2377,18,Other,Undergraduate,Good
2378,17,Male,High School,Average
2379,22,Female,Undergraduate,Poor
2380,23,Other,Undergraduate,Poor
2381,23,Female,Postgraduate,Poor
2382,22,Other,High School,Average
2383,23,Female,Undergraduate,Poor
2384,23,Other,Postgraduate,Poor
2385,24,Female,Undergraduate,Average
2386,25,Male,Postgraduate,Good
2387,23,Other,Undergraduate,Good
2388,16,Female,Undergraduate,Good
2389,17,Other,Postgraduate,Average
2390,20,Other,Postgraduate,Average
2391,16,Female,Undergraduate,Poor
2392,19,Other,High School,Poor
2393,19,Male,High School,Poor
2394,19,Female,Undergraduate,Average
2395,25,Female,Postgraduate,Good
2396,21,Other,Postgraduate,Good
2397,21,Other,Postgraduate,Average
2398,20,Other,Postgraduate,Poor
2399,22,Female,Undergraduate,Average
2400,19,Other,High School,Good
2401,25,Male,High School,Average
2402,18,Female,High School,Good
2403,17,Female,High School,Good
2404,25,Other,Undergraduate,Poor
2405,20,Male,High School,Average
2406,16,Male,Undergraduate,Average
2407,22,Male,Undergraduate,Average
2408,24,Other,Postgraduate,Average
2409,17,Other,Undergraduate,Poor
2410,18,Female,Postgraduate,Poor
2411,17,Female,High School,Average
2412,20,Female,Postgraduate,Good
2413,25,Other,High School,Average
2414,17,Female,High School,Good
2415,20,Female,Undergraduate,Good
2416,22,Male,Postgraduate,Average
2417,22,Male,Undergraduate,Poor
2418,16,Other,High School,Average
2419,25,Female,High School,Good
2420,17,Male,Postgraduate,Average
2421,18,Other,Postgraduate,Poor
2422,24,Other,High School,Average
2423,23,Male,Postgraduate,Average
2424,16,Other,High School,Poor
2425,20,Other,High School,Good
2426,19,Other,High School,Good
2427,21,Other,High School,Poor
2428,20,Male,Undergraduate,Good
2429,23,Female,Postgraduate,Good
2430,20,Female,Postgraduate,Average
2431,16,Other,Undergraduate,Average
2432,23,Male,Undergraduate,Good
2433,19,Other,High School,Good
2434,24,Male,Undergraduate,Good
2435,25,Other,Undergraduate,Average
2436,21,Other,Postgraduate,Good
2437,25,Female,Postgraduate,Good
2438,18,Male,High School,Good
2439,19,Male,Postgraduate,Average
2440,19,Female,Postgraduate,Poor
2441,20,Female,Undergraduate,Average
2442,25,Male,Postgraduate,Average
2443,23,Male,Postgraduate,Good
2444,17,Female,Undergraduate,Poor
2445,24,Other,Undergraduate,Good
2446,17,Male,High School,Good
2447,22,Other,High School,Good
2448,16,Male,High School,Average
2449,16,Other,Postgraduate,Average
2450,16,Female,Undergraduate,Good
2451,25,Female,Undergraduate,Average
2452,23,Male,High School,Good
2453,19,Other,Postgraduate,Good
2454,20,Male,Undergraduate,Good
2455,20,Female,Postgraduate,Good
2456,24,Female,Postgraduate,Average
2457,19,Other,Postgraduate,Average
2458,22,Male,Undergraduate,Average
2459,17,Female,Postgraduate,Poor
2460,17,Other,Postgraduate,Poor
2461,22,Male,High School,Good
2462,20,Female,High School,Average
2463,24,Other,Postgraduate,Average
2464,25,Other,High School,Average
2465,19,Other,High School,Good
2466,19,Female,High School,Poor
2467,25,Male,Postgraduate,Poor
2468,19,Female,Postgraduate,Average
2469,22,Male,Undergraduate,Poor
2470,22,Other,High School,Good
2471,20,Other,High School,Average
2472,22,Female,Postgraduate,Good
2473,25,Other,Postgraduate,Average
2474,23,Female,Postgraduate,Average
2475,24,Male,High School,Good
2476,16,Male,Postgraduate,Good
2477,23,Other,High School,Good
2478,17,Female,Postgraduate,Good
2479,21,Other,High School,Poor
2480,23,Other,Postgraduate,Poor
2481,23,Female,High School,Average
2482,23,Male,Postgraduate,Good
2483,16,Male,Postgraduate,Poor
2484,17,Other,Undergraduate,Good
2485,25,Other,Postgraduate,Good
2486,20,Female,Postgraduate,Good
2487,17,Male,Postgraduate,Poor
2488,17,Female,High School,Good
2489,24,Female,High School,Average
2490,22,Other,High School,Average
2491,22,Other,Undergraduate,Poor
2492,23,Female,High School,Poor
2493,22,Female,High School,Good
2494,25,Female,High School,Average
2495,17,Female,High School,Poor
2496,18,Other,Undergraduate,Good
2497,22,Female,High School,Good
2498,21,Other,High School,Good
2499,17,Female,Undergraduate,Poor
2500,16,Other,High School,Average
2501,17,Male,Postgraduate,Average
2502,18,Male,High School,Average
2503,16,Male,Postgraduate,Average
2504,18,Female,High School,Poor
2505,16,Female,Undergraduate,Good
2506,16,Male,Undergraduate,Average
2507,20,Male,Undergraduate,Average
2508,16,Other,High School,Poor
2509,22,Male,High School,Good
2510,22,Female,High School,Good
2511,16,Other,Undergraduate,Poor
2512,25,Female,Undergraduate,Average
2513,24,Female,High School,Average
2514,24,Other,Undergraduate,Poor
2515,17,Male,High School,Poor
2516,16,Female,High School,Good
2517,17,Other,High School,Average
2518,25,Other,Undergraduate,Good
2519,20,Other,Undergraduate,Poor
2520,16,Female,Undergraduate,Good
2521,23,Other,Postgraduate,Poor
2522,16,Other,High School,Good
2523,20,Other,Undergraduate,Average
2524,25,Male,High School,Poor
2525,22,Female,Postgraduate,Poor
2526,16,Other,Postgraduate,Average
2527,18,Other,High School,Good
2528,19,Other,High School,Average
2529,20,Female,Postgraduate,Good
2530,16,Female,Postgraduate,Average
2531,24,Female,Postgraduate,Good
